Time,Heart Rate
13:16:11,122
13:16:16,123
13:16:21,124
13:16:26,126
13:16:31,125
13:16:41,128
13:16:51,127
13:16:56,127
13:17:01,125
13:17:11,126
13:17:21,125
13:17:26,126
13:17:31,127
13:17:36,126
13:17:41,126
13:17:46,130
13:17:51,133
13:17:56,135
13:18:01,136
13:18:16,136
13:18:26,127
13:18:31,124
13:18:36,125
13:18:41,127
13:18:46,128
13:18:51,129
13:18:56,131
13:19:01,130
13:19:11,129
13:19:16,130
13:19:21,126
13:19:26,123
13:19:31,124
13:19:36,127
13:19:41,125
13:19:46,123
13:19:51,121
13:19:56,120
13:20:06,119
13:20:21,120
13:20:26,123
13:20:31,120
13:20:36,117
13:20:41,113
13:20:46,110
13:20:51,109
13:21:06,110
13:21:11,107
13:21:16,104
13:21:31,102
13:21:36,104
13:21:41,108
13:21:46,113
13:21:51,114
13:22:06,113
13:22:21,113
13:22:31,113
13:22:46,112
13:22:51,109
13:23:06,111
13:23:11,113
13:23:16,114
13:23:26,112
13:23:31,111
13:23:36,109
13:23:41,110
13:23:46,111
13:23:51,113
13:24:01,112
13:24:06,112
13:24:11,113
13:24:16,114
13:24:26,113
13:24:31,109
13:24:41,111
13:24:46,113
13:25:01,113
13:25:06,114
13:25:11,113
13:25:21,114
13:25:26,115
13:25:36,114
13:25:41,121
13:25:46,125
13:25:51,126
13:25:56,127
13:26:01,129
13:26:07,127
13:26:12,125
13:26:17,126
13:26:22,124
13:26:27,121
13:26:32,119
13:26:37,118
13:26:52,118
13:26:57,117
13:27:02,115
13:27:07,109
13:27:17,117
13:27:22,119
13:27:27,117
13:27:37,119
13:27:42,124
13:27:47,123
13:27:52,120
13:27:57,118
13:28:02,117
13:28:07,116
13:28:12,117
13:28:17,118
13:28:22,117
13:28:32,115
13:28:42,117
13:28:47,119
13:28:57,122
13:29:02,120
13:29:07,119
13:29:12,116
13:29:17,114
13:29:22,112
13:29:27,111
13:29:32,110
13:29:37,109
13:29:42,108
13:29:52,106
13:30:07,106
13:30:22,105
13:30:27,101
13:30:32,97
13:30:37,99
13:30:42,100
13:30:52,101
13:31:02,104
13:31:07,106
13:31:22,105
13:31:27,104
13:31:32,103
13:31:37,101
13:31:52,100
13:32:07,100
13:32:12,100
13:32:17,102
13:32:22,103
13:32:32,104
13:32:42,105
13:32:47,109
13:32:52,111
13:33:02,110
13:33:07,109
13:33:22,109
13:33:37,109
13:33:42,108
13:33:52,108
13:33:57,107
13:34:02,106
13:34:17,106
13:34:22,102
13:34:32,99
13:34:47,99
13:35:02,99
