Time,Heart Rate
15:30:19,70
15:30:29,89
15:30:34,103
15:30:39,99
15:30:44,95
15:30:49,92
15:30:54,87
15:30:59,88
15:31:04,89
15:31:09,90
15:31:19,89
15:31:29,88
15:31:34,96
15:31:39,97
15:31:44,96
15:31:49,98
15:31:54,101
15:31:59,101
15:32:04,98
15:32:14,101
15:32:19,99
15:32:24,98
15:32:29,99
15:32:34,99
15:32:39,101
15:32:44,102
15:32:49,109
15:32:54,120
15:32:59,118
15:33:04,115
15:33:14,112
15:33:19,108
15:33:24,107
15:33:29,105
15:33:34,104
15:33:39,102
15:33:44,99
15:33:49,98
15:33:54,100
15:33:59,97
15:34:09,104
15:34:14,110
15:34:19,113
15:34:24,120
15:34:29,117
15:34:34,118
15:34:44,119
15:34:49,118
15:34:54,119
15:35:01,120
15:35:16,119
15:35:26,120
15:35:31,123
15:35:36,124
15:35:41,123
15:35:46,121
15:35:56,125
15:36:06,123
15:36:11,121
15:36:21,122
15:36:26,120
15:36:31,118
15:36:46,118
15:36:51,121
15:36:56,120
15:37:01,118
15:37:06,117
15:37:16,121
15:37:21,117
15:37:26,116
15:37:31,117
15:37:36,118
15:37:41,120
15:37:51,119
15:37:56,116
15:38:03,116
15:38:08,115
15:38:13,114
15:38:18,111
15:38:23,110
15:38:28,111
15:38:33,112
15:38:38,111
15:38:43,114
15:38:48,118
15:38:58,119
15:39:03,120
15:39:08,123
15:39:13,124
15:39:18,123
15:39:23,124
15:39:28,123
15:39:38,124
15:39:43,123
15:39:48,121
15:39:53,119
15:39:58,119
15:40:03,121
15:40:13,120
15:40:18,114
15:40:23,114
15:40:28,115
15:40:33,115
15:40:38,114
15:40:43,116
15:40:48,118
15:40:53,117
15:40:58,115
15:41:03,117
15:41:08,116
15:41:23,117
15:41:28,118
15:41:33,119
15:41:43,117
15:41:48,119
15:41:53,121
15:42:03,120
15:42:08,116
15:42:13,111
15:42:18,109
15:42:23,111
15:42:28,113
15:42:33,112
15:42:43,111
15:42:53,113
15:42:58,118
15:43:08,117
15:43:18,116
