Time,Heart Rate
12:05:03,74
12:05:13,76
12:05:18,78
12:05:23,86
12:05:38,86
12:05:43,87
12:05:58,84
12:06:13,83
12:06:23,83
12:06:28,82
12:06:43,82
12:06:58,83
12:07:08,83
12:07:13,85
12:07:28,86
12:07:33,88
12:07:38,94
12:07:43,94
12:07:48,91
12:07:58,90
12:08:13,90
12:08:18,92
12:08:33,92
12:08:38,89
12:08:48,90
12:08:58,88
12:09:03,79
12:09:08,78
12:09:13,77
12:09:18,76
12:09:33,76
12:09:48,76
12:09:53,78
12:09:58,79
12:10:03,78
12:10:08,77
12:10:18,78
12:10:23,79
12:10:28,78
12:10:43,78
12:10:44,78
12:10:49,77
12:10:54,78
12:10:59,79
12:11:09,78
12:11:24,79
12:11:29,78
12:11:34,79
12:11:44,82
12:11:49,83
12:11:54,81
12:11:59,80
12:12:04,78
12:12:09,77
12:12:19,76
12:12:34,77
12:12:44,77
12:12:49,78
12:12:54,79
12:13:04,79
12:13:09,78
12:13:14,76
12:13:24,77
12:13:39,77
12:13:49,78
12:13:54,79
12:13:59,77
12:14:04,76
12:14:09,77
12:14:14,80
12:14:24,79
12:14:29,78
12:14:39,79
12:14:44,81
12:14:54,81
12:14:59,80
12:15:04,79
12:15:14,78
12:15:19,77
12:15:24,76
12:15:29,75
12:15:34,77
12:15:39,78
12:15:44,77
12:15:49,79
12:15:59,78
12:16:04,77
12:16:14,78
12:16:24,80
12:16:29,81
12:16:44,80
12:16:49,79
12:16:54,80
12:16:59,80
12:17:03,80
12:17:08,84
12:17:18,83
12:17:23,81
12:17:28,79
12:17:33,80
12:17:43,80
12:17:48,79
12:17:53,78
12:18:08,78
12:18:18,82
12:18:23,84
12:18:33,83
12:18:48,83
12:18:53,80
12:19:08,80
12:19:13,81
12:19:23,82
12:19:28,82
12:19:33,83
12:19:38,84
12:19:43,85
12:19:53,84
12:19:58,83
