Time,Heart Rate
09:58:06,70
09:58:21,86
09:58:26,95
09:58:31,96
09:58:36,97
09:58:41,102
09:58:46,104
09:58:51,101
09:58:56,97
09:59:01,96
09:59:11,97
09:59:16,96
09:59:21,94
09:59:26,93
09:59:31,92
09:59:36,89
09:59:46,90
09:59:56,91
10:00:01,92
10:00:06,93
10:00:16,94
10:00:26,95
10:00:31,94
10:00:36,91
10:00:41,91
10:00:51,97
10:00:56,98
10:01:01,97
10:01:11,95
10:01:16,94
10:01:21,93
10:01:26,92
10:01:31,91
10:01:36,93
10:01:41,94
10:01:46,95
10:01:56,94
10:02:11,94
10:02:16,92
10:02:21,90
10:02:26,91
10:02:36,90
10:02:41,92
10:02:46,93
10:02:51,94
10:02:56,93
10:03:01,95
10:03:06,96
10:03:11,98
10:03:16,102
10:03:21,104
10:03:28,106
10:03:33,105
10:03:38,103
10:03:43,99
10:03:48,98
10:03:53,97
10:03:58,99
10:04:03,96
10:04:08,93
10:04:18,99
10:04:23,108
10:04:28,109
10:04:38,110
10:04:43,112
10:04:53,113
10:04:58,114
10:05:03,117
10:05:08,118
10:05:13,117
10:05:18,120
10:05:23,124
10:05:28,126
10:05:33,122
10:05:38,120
10:05:43,116
10:05:48,113
10:05:55,111
10:06:00,108
10:06:05,107
10:06:10,105
10:06:15,103
10:06:20,103
10:06:25,105
10:06:30,111
10:06:35,112
10:06:40,111
10:06:45,113
10:06:50,116
10:07:00,112
10:07:05,106
10:07:10,102
10:07:25,99
10:07:30,98
10:07:45,97
10:07:50,96
10:07:55,89
10:08:00,87
10:08:05,88
10:08:15,92
10:08:20,91
10:08:30,92
10:08:35,93
10:08:50,93
10:08:52,94
10:08:57,96
10:09:02,95
10:09:07,90
10:09:22,89
10:09:27,89
10:09:32,90
10:09:42,89
10:09:47,91
10:09:52,92
10:10:02,96
10:10:07,94
10:10:12,92
10:10:22,91
10:10:27,92
10:10:42,94
10:10:47,95
10:10:52,94
10:10:57,92
10:11:02,90
10:11:07,89
10:11:17,90
10:11:22,93
10:11:27,96
10:11:42,96
10:11:47,97
10:11:52,98
10:11:58,99
10:12:03,101
10:12:08,103
10:12:23,105
10:12:38,103
10:12:43,94
10:12:48,94
10:12:53,99
10:12:58,101
