Time,Heart Rate
10:02:04,70
10:02:19,71
10:02:24,78
10:02:29,77
10:02:34,76
10:02:39,75
10:02:44,74
10:02:49,73
10:02:54,72
10:03:04,73
10:03:09,74
10:03:14,75
10:03:24,77
10:03:29,78
10:03:34,77
10:03:39,76
10:03:44,75
10:03:54,76
10:03:59,77
10:04:14,78
10:04:29,78
10:04:34,102
10:04:39,114
10:04:44,114
10:04:49,112
10:04:54,109
10:04:59,110
10:05:04,111
10:05:14,112
10:05:19,116
10:05:24,117
10:05:34,118
10:05:39,119
10:05:44,120
10:05:49,119
10:05:59,114
10:06:04,109
10:06:09,110
10:06:14,113
10:06:19,112
10:06:29,114
10:06:34,116
10:06:39,119
10:06:44,120
10:06:49,119
10:06:54,118
10:06:59,120
10:07:04,122
10:07:09,123
10:07:14,125
10:07:19,125
10:07:24,122
10:07:39,122
10:07:44,125
10:07:49,126
10:07:59,127
10:08:04,126
10:08:09,123
10:08:14,124
10:08:19,122
10:08:24,118
10:08:29,116
10:08:34,114
10:08:39,109
10:08:44,106
10:08:49,104
10:08:59,101
10:09:04,106
10:09:09,104
10:09:14,105
10:09:19,112
10:09:24,116
10:09:29,118
10:09:34,120
10:09:39,118
10:09:44,115
10:09:49,114
10:09:54,112
10:09:59,113
10:10:04,114
10:10:09,117
10:10:14,120
10:10:24,123
10:10:29,122
10:10:34,119
10:10:39,120
10:10:44,121
10:10:54,119
10:10:59,120
10:11:04,122
10:11:09,122
10:11:19,120
10:11:24,119
10:11:29,116
10:11:34,114
10:11:49,113
10:11:54,114
10:11:59,115
10:12:04,116
10:12:09,118
10:12:14,119
10:12:29,118
10:12:34,117
10:12:44,115
10:12:50,108
10:12:55,110
10:13:00,113
10:13:05,112
10:13:15,110
10:13:20,108
10:13:30,107
10:13:35,104
10:13:40,107
10:13:45,109
10:13:50,112
10:13:55,115
10:14:00,117
10:14:05,120
10:14:10,119
10:14:15,118
10:14:20,116
10:14:25,117
10:14:30,119
10:14:40,113
10:14:45,113
10:14:50,115
10:14:55,116
10:15:10,116
10:15:15,118
10:15:25,121
10:15:30,123
10:15:35,123
10:15:40,117
10:15:45,112
10:15:55,112
10:16:00,111
10:16:05,112
10:16:10,113
10:16:15,112
10:16:20,111
10:16:35,112
10:16:40,113
10:16:55,109
