Time,Heart Rate
11:52:08,74
11:52:13,76
11:52:18,77
11:52:28,78
11:52:33,80
11:52:43,81
11:52:58,82
11:53:03,83
11:53:08,83
11:53:13,83
11:53:18,82
11:53:33,81
11:53:38,82
11:53:53,81
11:53:58,82
11:54:13,82
11:54:28,81
11:54:33,80
11:54:48,80
11:54:53,78
11:54:58,74
11:55:08,72
11:55:13,68
11:55:23,67
11:55:38,68
11:55:53,69
11:56:03,70
11:56:08,70
11:56:13,71
11:56:18,72
11:56:28,73
11:56:33,73
11:56:43,72
11:56:48,73
11:56:53,74
11:56:58,76
11:57:03,78
11:57:18,78
11:57:23,77
11:57:28,76
11:57:33,75
11:57:38,76
11:57:43,75
11:57:53,77
11:57:58,78
11:58:03,79
11:58:18,79
11:58:33,79
11:58:38,79
11:58:43,78
11:58:48,71
11:58:53,69
11:59:08,69
11:59:13,70
11:59:23,71
11:59:28,72
11:59:33,73
11:59:38,74
11:59:43,75
11:59:53,77
11:59:58,78
12:00:04,77
12:00:09,77
12:00:19,76
12:00:29,75
12:00:44,76
12:00:49,78
12:00:54,80
12:00:59,81
12:01:04,79
12:01:09,78
12:01:14,78
12:01:24,79
12:01:39,79
12:01:54,79
12:01:59,78
12:02:09,79
12:02:24,79
12:02:29,80
12:02:44,81
12:02:49,82
12:02:54,84
12:02:59,83
12:03:04,84
12:03:09,86
12:03:24,85
12:03:39,85
12:03:49,84
12:03:54,84
12:04:04,83
12:04:09,80
12:04:19,80
12:04:34,80
12:04:49,79
12:04:54,78
12:05:09,79
12:05:24,80
12:05:34,80
12:05:39,81
12:05:54,81
12:06:09,81
12:06:24,81
12:06:34,80
12:06:39,78
12:06:44,79
12:06:49,80
12:06:54,81
