Time,Heart Rate
14:56:01,86
14:56:06,87
14:56:11,87
14:56:26,87
14:56:36,91
14:56:41,97
14:56:46,98
14:57:01,98
14:57:06,99
14:57:11,100
14:57:16,101
14:57:21,100
14:57:26,101
14:57:31,103
14:57:36,105
14:57:46,107
14:57:51,96
14:57:56,89
14:58:01,88
14:58:06,89
14:58:11,90
14:58:16,91
14:58:26,94
14:58:31,91
14:58:41,92
14:58:46,91
14:59:01,92
14:59:06,95
14:59:21,96
14:59:26,97
14:59:41,97
14:59:51,98
15:00:01,99
15:00:06,98
15:00:11,95
15:00:16,94
15:00:21,94
15:00:26,99
15:00:31,101
15:00:36,102
15:00:41,104
15:00:46,103
15:00:51,102
15:01:01,101
15:01:06,99
15:01:15,97
15:01:20,95
15:01:25,88
15:01:30,89
15:01:45,89
15:01:50,88
15:01:55,95
15:02:00,98
15:02:10,96
15:02:15,94
15:02:30,99
15:02:35,100
15:02:40,98
15:02:45,95
15:02:55,96
15:03:10,96
15:03:15,99
15:03:20,102
15:03:30,103
15:03:40,101
15:03:50,100
15:04:00,99
15:04:05,96
15:04:10,94
15:04:15,84
15:04:25,86
15:04:30,86
15:04:35,85
15:04:45,88
15:05:00,88
15:05:05,89
15:05:10,88
15:05:25,89
15:05:30,91
15:05:35,90
15:05:40,89
15:05:45,88
15:05:50,88
15:06:00,88
15:06:05,90
15:06:10,90
15:06:15,93
15:06:20,95
15:06:25,94
15:06:40,94
15:06:45,95
15:06:50,97
15:06:55,95
15:07:00,94
15:07:05,89
15:07:10,86
15:07:15,84
15:07:30,84
15:07:34,83
15:07:44,84
15:07:49,83
15:07:54,82
15:08:09,83
15:08:14,86
15:08:19,95
15:08:24,97
15:08:29,96
15:08:39,95
15:08:44,94
15:08:54,91
15:08:59,88
15:09:04,85
15:09:09,82
15:09:24,83
15:09:34,85
15:09:39,86
15:09:54,86
15:09:59,85
15:10:14,84
15:10:24,93
15:10:29,92
15:10:39,91
15:10:49,90
15:10:54,90
15:10:59,91
