Time,Heart Rate
14:33:05,83
14:33:10,86
14:33:15,87
14:33:30,88
14:33:45,89
14:33:55,95
14:34:00,95
14:34:10,94
14:34:25,94
14:34:30,93
14:34:40,92
14:34:45,91
14:34:50,90
14:34:55,89
14:35:05,90
14:35:10,89
14:35:15,88
14:35:20,89
14:35:25,90
14:35:30,89
14:35:40,90
14:35:45,91
14:36:00,92
14:36:10,89
14:36:25,89
14:36:35,90
14:36:50,91
14:37:00,92
14:37:05,91
14:37:10,89
14:37:15,87
14:37:20,86
14:37:35,87
14:37:40,87
14:37:50,86
14:38:00,87
14:38:05,88
14:38:10,87
14:38:25,85
14:38:30,84
14:38:35,82
14:38:40,83
14:38:45,84
14:38:50,85
14:38:55,84
14:39:00,83
14:39:05,82
14:39:15,83
14:39:20,86
14:39:25,87
14:39:30,87
14:39:40,86
14:39:45,87
14:39:50,88
14:40:05,88
14:40:10,86
14:40:15,86
14:40:30,86
14:40:35,85
14:40:50,84
14:40:55,84
14:41:10,83
14:41:15,81
14:41:20,80
14:41:25,81
14:41:35,83
14:41:40,85
14:41:55,85
14:42:00,90
14:42:05,92
14:42:15,91
14:42:30,92
14:42:35,91
14:42:45,87
14:42:50,86
14:43:05,87
14:43:10,88
14:43:15,87
14:43:20,91
14:43:25,92
14:43:30,93
14:43:35,92
14:43:40,91
14:43:45,92
14:43:50,93
14:43:55,91
14:44:00,91
14:44:05,91
14:44:10,92
14:44:25,93
14:44:35,94
14:44:50,94
14:44:55,93
14:45:10,94
14:45:15,95
14:45:25,94
14:45:35,93
14:45:40,92
14:45:45,90
14:45:50,88
14:46:00,89
14:46:05,90
14:46:10,91
14:46:25,91
14:46:30,90
14:46:35,89
14:46:40,88
14:46:55,88
14:47:10,87
14:47:15,90
14:47:25,92
14:47:40,92
14:47:41,91
14:47:46,90
14:47:56,89
14:48:11,89
14:48:26,88
14:48:36,89
14:48:41,87
14:48:46,88
14:49:01,88
14:49:06,90
14:49:16,92
14:49:21,93
14:49:36,93
14:49:41,92
14:49:56,92
14:50:06,93
14:50:11,94
14:50:21,93
14:50:26,92
14:50:31,84
14:50:46,85
14:50:51,87
14:50:56,88
14:51:11,88
14:51:26,88
14:51:31,89
14:51:36,86
14:51:41,85
14:51:46,84
14:52:01,86
14:52:16,87
14:52:31,87
14:52:36,84
14:52:51,84
