Time,Heart Rate
10:44:00,94
10:44:05,92
10:44:10,87
10:44:15,87
10:44:20,86
10:44:30,87
10:44:35,86
10:44:50,87
10:45:00,90
10:45:05,90
10:45:10,89
10:45:15,90
10:45:30,91
10:45:35,90
10:45:50,89
10:45:55,90
10:46:05,91
10:46:15,92
10:46:20,90
10:46:25,88
10:46:30,89
10:46:35,90
10:46:50,90
10:47:00,91
10:47:10,89
10:47:20,90
10:47:25,99
10:47:30,106
10:47:35,107
10:47:40,106
10:47:45,109
10:47:50,107
10:47:55,106
10:48:00,107
10:48:05,99
10:48:10,92
10:48:15,89
10:48:25,91
10:48:35,94
10:48:40,98
10:48:45,101
10:48:55,103
10:49:00,106
10:49:10,105
10:49:15,104
10:49:20,103
10:49:25,101
10:49:35,100
10:49:40,99
10:49:55,99
10:50:00,101
10:50:05,99
10:50:15,100
10:50:20,99
10:50:25,98
10:50:30,96
10:50:35,94
10:50:40,92
10:50:45,92
10:51:00,91
10:51:15,90
10:51:30,90
10:51:45,91
10:51:50,92
10:52:00,91
10:52:15,91
10:52:25,89
10:52:30,88
10:52:35,89
10:52:40,91
10:52:55,91
10:53:00,89
10:53:15,89
10:53:30,89
10:53:45,87
10:53:50,86
10:53:55,85
10:54:00,83
10:54:15,83
10:54:25,85
10:54:31,84
10:54:36,83
10:54:41,84
10:54:46,80
10:54:51,79
10:55:01,80
10:55:11,81
10:55:26,81
10:55:31,82
10:55:36,83
10:55:41,84
10:55:46,82
10:55:51,80
10:56:06,80
10:56:21,81
10:56:26,83
10:56:36,85
10:56:41,86
10:56:56,86
10:57:06,85
10:57:11,84
10:57:16,85
10:57:21,84
10:57:36,84
10:57:41,84
10:57:51,84
10:57:56,84
10:58:01,84
10:58:06,84
10:58:21,84
10:58:26,83
10:58:41,83
10:58:46,83
10:58:51,84
10:58:56,83
10:59:01,84
10:59:06,85
10:59:21,85
10:59:31,86
10:59:36,88
10:59:41,89
10:59:56,88
11:00:01,86
11:00:06,81
11:00:11,77
11:00:16,78
11:00:21,78
11:00:36,78
11:00:41,79
11:00:46,79
11:00:51,81
11:00:56,80
11:01:11,80
11:01:16,81
11:01:21,83
11:01:26,85
11:01:36,84
11:01:46,83
